No.,VarAddr,VarName,VarValue,Timestamp,KindofData,is_ConnectedWifi
6,operationTimeRaw,operationTimeRaw,00:05:27,2024-01-29T11:06:04.804777,Counting,1
7,operationTimeRaw,operationTimeRaw,00:05:28,2024-01-29T11:06:05.824421,Counting,1
8,operationTimeRaw,operationTimeRaw,00:05:29,2024-01-29T11:06:06.843457,Counting,1
0,1,machineStatus,1,2024-01-29T11:06:37.853276,MachineStatus,1
0,1,machineStatus,1,2024-01-29T11:08:49.923401,MachineStatus,1
0,1,machineStatus,1,2024-01-29T11:09:44.762070,MachineStatus,1
0,1,machineStatus,1,2024-01-29T11:10:09.155230,MachineStatus,1
0,1,machineStatus,1,2024-01-29T11:11:25.970499,MachineStatus,1
0,3,machineStatus,3,2024-01-29T11:12:29.092828,MachineStatus,1
0,3,machineStatus,3,2024-01-29T11:12:50.267860,MachineStatus,1
0,3,machineStatus,3,2024-01-29T11:13:07.324612,MachineStatus,1
1,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:13:07.329124,Setting,1
2,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:13:07.411023,Setting,1
3,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:13:07.490979,Setting,1
4,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:13:07.579913,Setting,1
5,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:13:07.659870,Setting,1
6,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:13:07.739755,Setting,1
7,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:13:07.834386,Setting,1
8,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:13:07.908073,Setting,1
9,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:13:07.994053,Setting,1
10,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:13:08.074776,Setting,1
11,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:13:08.169092,Setting,1
12,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:13:08.241377,Setting,1
0,operationTimeRaw,operationTimeRaw,00:05:30,2024-01-29T11:13:45.872689,Counting,1
1,operationTimeRaw,operationTimeRaw,00:05:31,2024-01-29T11:13:46.884634,Counting,1
2,operationTimeRaw,operationTimeRaw,00:05:32,2024-01-29T11:13:47.901464,Counting,1
3,operationTimeRaw,operationTimeRaw,00:05:33,2024-01-29T11:13:48.915099,Counting,1
0,operationTimeRaw,operationTimeRaw,00:05:35,2024-01-29T11:14:10.566811,Counting,1
1,operationTimeRaw,operationTimeRaw,00:05:36,2024-01-29T11:14:11.582933,Counting,1
2,operationTimeRaw,operationTimeRaw,00:05:37,2024-01-29T11:14:12.600158,Counting,1
3,operationTimeRaw,operationTimeRaw,00:05:38,2024-01-29T11:14:13.618250,Counting,1
4,operationTimeRaw,operationTimeRaw,00:05:39,2024-01-29T11:14:14.636362,Counting,1
5,operationTimeRaw,operationTimeRaw,00:05:40,2024-01-29T11:14:15.654097,Counting,1
0,3,machineStatus,3,2024-01-29T11:15:21.511200,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:05:41,2024-01-29T11:15:22.511286,Counting,1
2,operationTimeRaw,operationTimeRaw,00:05:42,2024-01-29T11:15:23.577334,Counting,1
3,operationTimeRaw,operationTimeRaw,00:05:43,2024-01-29T11:15:24.617117,Counting,1
4,operationTimeRaw,operationTimeRaw,00:05:44,2024-01-29T11:15:25.664800,Counting,1
5,operationTimeRaw,operationTimeRaw,00:05:45,2024-01-29T11:15:26.714466,Counting,1
6,operationTimeRaw,operationTimeRaw,00:05:46,2024-01-29T11:15:27.781948,Counting,1
7,operationTimeRaw,operationTimeRaw,00:05:47,2024-01-29T11:15:28.782144,Counting,1
8,operationTimeRaw,operationTimeRaw,00:05:48,2024-01-29T11:15:29.815286,Counting,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:15:38.638210,Setting,1
1,3,machineStatus,3,2024-01-29T11:15:38.654277,MachineStatus,1
2,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:15:38.738429,Setting,1
3,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:15:38.821370,Setting,1
4,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:15:38.902251,Setting,1
5,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:15:38.970445,Setting,1
6,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:15:39.052939,Setting,1
7,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:15:39.141155,Setting,1
8,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:15:39.236083,Setting,1
9,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:15:39.306933,Setting,1
10,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:15:39.390084,Setting,1
11,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:15:39.474132,Setting,1
12,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:15:39.557745,Setting,1
13,operationTimeRaw,operationTimeRaw,00:05:50,2024-01-29T11:15:39.639835,Counting,1
14,operationTimeRaw,operationTimeRaw,00:05:51,2024-01-29T11:15:40.701903,Counting,1
15,operationTimeRaw,operationTimeRaw,00:05:52,2024-01-29T11:15:41.756327,Counting,1
16,operationTimeRaw,operationTimeRaw,00:05:53,2024-01-29T11:15:42.756693,Counting,1
0,3,machineStatus,3,2024-01-29T11:17:15.023011,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:05:54,2024-01-29T11:17:15.971633,Counting,1
2,operationTimeRaw,operationTimeRaw,00:05:55,2024-01-29T11:17:16.975964,Counting,1
0,3,machineStatus,3,2024-01-29T11:18:21.554653,MachineStatus,1
1,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:18:21.633479,Setting,1
2,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:18:21.718518,Setting,1
3,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:18:21.800230,Setting,1
4,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:18:21.900360,Setting,1
5,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:18:21.986543,Setting,1
6,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:18:22.067296,Setting,1
7,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:18:22.151989,Setting,1
8,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:18:22.250601,Setting,1
9,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:18:22.333971,Setting,1
10,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:18:22.433691,Setting,1
11,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:18:22.519483,Setting,1
12,operationTimeRaw,operationTimeRaw,00:05:56,2024-01-29T11:18:22.519483,Counting,1
13,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:18:22.619504,Setting,1
14,operationTimeRaw,operationTimeRaw,00:05:57,2024-01-29T11:18:23.550239,Counting,1
15,operationTimeRaw,operationTimeRaw,00:05:58,2024-01-29T11:18:24.565646,Counting,1
16,operationTimeRaw,operationTimeRaw,00:05:59,2024-01-29T11:18:25.605682,Counting,1
17,operationTimeRaw,operationTimeRaw,00:06:00,2024-01-29T11:18:26.687203,Counting,1
18,operationTimeRaw,operationTimeRaw,00:06:01,2024-01-29T11:18:27.690754,Counting,1
19,operationTimeRaw,operationTimeRaw,00:06:02,2024-01-29T11:18:28.770118,Counting,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:19:12.508799,Setting,1
1,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:19:12.542640,Setting,1
2,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:19:12.579858,Setting,1
3,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:19:12.644820,Setting,1
4,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:19:12.680632,Setting,1
5,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:19:12.707848,Setting,1
6,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:19:12.746244,Setting,1
7,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:19:12.776978,Setting,1
8,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:19:12.815050,Setting,1
9,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:19:12.843239,Setting,1
10,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:19:12.881782,Setting,1
11,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:19:12.915842,Setting,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:20:57.231164,Setting,1
1,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:20:57.252279,Setting,1
2,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:20:57.281428,Setting,1
3,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:20:57.314853,Setting,1
4,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:20:57.354446,Setting,1
5,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:20:57.381649,Setting,1
6,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:20:57.418850,Setting,1
7,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:20:57.448318,Setting,1
8,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:20:57.486393,Setting,1
9,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:20:57.514561,Setting,1
10,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:20:57.553032,Setting,1
11,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:20:57.586958,Setting,1
0,3,machineStatus,3,2024-01-29T11:21:06.383527,MachineStatus,1
1,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:21:06.384528,Setting,1
2,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:21:06.464976,Setting,1
3,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:21:06.533467,Setting,1
4,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:21:06.617178,Setting,1
5,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:21:06.709075,Setting,1
6,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:21:06.793539,Setting,1
7,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:21:06.878488,Setting,1
8,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:21:06.953434,Setting,1
9,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:21:07.037546,Setting,1
10,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:21:07.117108,Setting,1
11,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:21:07.207491,Setting,1
12,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:21:07.290650,Setting,1
13,operationTimeRaw,operationTimeRaw,00:06:04,2024-01-29T11:21:07.350465,Counting,1
14,operationTimeRaw,operationTimeRaw,00:06:05,2024-01-29T11:21:08.366104,Counting,1
15,operationTimeRaw,operationTimeRaw,00:06:06,2024-01-29T11:21:09.380116,Counting,1
16,operationTimeRaw,operationTimeRaw,00:06:07,2024-01-29T11:21:10.436048,Counting,1
17,operationTimeRaw,operationTimeRaw,00:06:08,2024-01-29T11:21:11.500862,Counting,1
18,operationTimeRaw,operationTimeRaw,00:06:09,2024-01-29T11:21:12.562194,Counting,1
19,operationTimeRaw,operationTimeRaw,00:06:10,2024-01-29T11:21:13.568696,Counting,1
0,operationTimeRaw,operationTimeRaw,00:06:11,2024-01-29T11:26:50.475019,Counting,1
1,operationTimeRaw,operationTimeRaw,00:06:12,2024-01-29T11:26:51.472049,Counting,1
0,operationTimeRaw,operationTimeRaw,00:06:13,2024-01-29T11:27:23.937115,Counting,1
1,operationTimeRaw,operationTimeRaw,00:06:14,2024-01-29T11:27:24.925443,Counting,1
0,operationTimeRaw,operationTimeRaw,00:06:16,2024-01-29T11:27:56.852490,Counting,1
1,operationTimeRaw,operationTimeRaw,00:06:17,2024-01-29T11:27:57.851047,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:18,2024-01-29T11:27:58.850212,Counting,1
0,operationTimeRaw,operationTimeRaw,00:06:19,2024-01-29T11:29:11.561097,Counting,1
1,operationTimeRaw,operationTimeRaw,00:06:20,2024-01-29T11:29:12.565464,Counting,1
0,1,machineStatus,1,2024-01-29T11:29:55.848278,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:06:21,2024-01-29T11:29:56.831268,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:22,2024-01-29T11:29:57.846785,Counting,1
3,operationTimeRaw,operationTimeRaw,00:06:23,2024-01-29T11:29:58.847419,Counting,1
0,1,machineStatus,1,2024-01-29T11:30:55.773086,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:06:24,2024-01-29T11:30:56.767457,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:25,2024-01-29T11:30:57.752294,Counting,1
0,1,machineStatus,1,2024-01-29T11:31:39.688198,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:06:26,2024-01-29T11:31:40.658569,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:27,2024-01-29T11:31:41.658390,Counting,1
3,operationTimeRaw,operationTimeRaw,00:06:28,2024-01-29T11:31:42.670210,Counting,1
0,operationTimeRaw,operationTimeRaw,00:06:30,2024-01-29T11:32:55.351339,Counting,1
1,operationTimeRaw,operationTimeRaw,00:06:31,2024-01-29T11:32:56.352787,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:32,2024-01-29T11:32:57.352295,Counting,1
0,1,machineStatus,1,2024-01-29T11:33:03.254694,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:06:33,2024-01-29T11:33:04.237562,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:34,2024-01-29T11:33:05.235920,Counting,1
3,operationTimeRaw,operationTimeRaw,00:06:35,2024-01-29T11:33:06.222677,Counting,1
0,3,machineStatus,3,2024-01-29T11:33:41.136412,MachineStatus,1
1,operationTimeRaw,operationTimeRaw,00:06:36,2024-01-29T11:33:42.074071,Counting,1
2,operationTimeRaw,operationTimeRaw,00:06:37,2024-01-29T11:33:43.085601,Counting,1
3,operationTimeRaw,operationTimeRaw,00:06:38,2024-01-29T11:33:44.137467,Counting,1
4,operationTimeRaw,operationTimeRaw,00:06:39,2024-01-29T11:33:45.212281,Counting,1
5,operationTimeRaw,operationTimeRaw,00:06:40,2024-01-29T11:33:46.266064,Counting,1
6,operationTimeRaw,operationTimeRaw,00:06:41,2024-01-29T11:33:47.271909,Counting,1
7,operationTimeRaw,operationTimeRaw,00:06:42,2024-01-29T11:33:48.290026,Counting,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:34:04.429888,Setting,1
1,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:34:04.451441,Setting,1
2,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:34:04.484916,Setting,1
3,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:34:04.517174,Setting,1
4,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:34:04.547868,Setting,1
5,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:34:04.591457,Setting,1
6,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:34:04.617230,Setting,1
7,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:34:04.652099,Setting,1
8,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:34:04.680122,Setting,1
9,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:34:04.718316,Setting,1
10,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:34:04.746567,Setting,1
11,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:34:04.784394,Setting,1
12,operationTimeRaw,operationTimeRaw,00:06:44,2024-01-29T11:34:05.431408,Counting,1
13,operationTimeRaw,operationTimeRaw,00:06:45,2024-01-29T11:34:06.438806,Counting,1
14,operationTimeRaw,operationTimeRaw,00:06:46,2024-01-29T11:34:07.444929,Counting,1
15,operationTimeRaw,operationTimeRaw,00:06:47,2024-01-29T11:34:08.456539,Counting,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T11:35:26.162293,Setting,1
1,3,machineStatus,3,2024-01-29T11:35:26.164754,MachineStatus,1
2,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T11:35:26.247794,Setting,1
3,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T11:35:26.331144,Setting,1
4,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T11:35:26.411027,Setting,1
5,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T11:35:26.480376,Setting,1
6,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T11:35:26.575920,Setting,1
7,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T11:35:26.660089,Setting,1
8,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T11:35:26.731529,Setting,1
9,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T11:35:26.816288,Setting,1
10,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T11:35:26.901353,Setting,1
11,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T11:35:26.993517,Setting,1
12,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T11:35:27.077979,Setting,1
13,operationTimeRaw,operationTimeRaw,00:06:48,2024-01-29T11:35:27.147575,Counting,1
14,operationTimeRaw,operationTimeRaw,00:06:49,2024-01-29T11:35:28.213505,Counting,1
15,operationTimeRaw,operationTimeRaw,00:06:50,2024-01-29T11:35:29.280177,Counting,1
16,operationTimeRaw,operationTimeRaw,00:06:51,2024-01-29T11:35:30.280566,Counting,1
17,operationTimeRaw,operationTimeRaw,00:06:52,2024-01-29T11:35:31.280511,Counting,1
18,operationTimeRaw,operationTimeRaw,00:06:53,2024-01-29T11:35:32.349182,Counting,1
19,operationTimeRaw,operationTimeRaw,00:06:54,2024-01-29T11:35:33.419467,Counting,1
20,operationTimeRaw,operationTimeRaw,00:06:55,2024-01-29T11:35:34.502592,Counting,1
21,operationTimeRaw,operationTimeRaw,00:06:56,2024-01-29T11:35:35.503328,Counting,1
0,D936,JOB_MIN,84,2024-01-29T11:36:14.399005,Counting,1
1,3,machineStatus,3,2024-01-29T11:36:14.400956,MachineStatus,1
2,D3012,goodProductRaw,10201,2024-01-29T11:36:14.484058,Counting,1
3,D3043,EFF,98.7,2024-01-29T11:36:14.564893,Counting,1
4,D3150,ACT_BATCH_CNT,99,2024-01-29T11:36:14.647994,Counting,1
5,D3160,SET_BATCH_QTY,5050,2024-01-29T11:36:14.719071,Counting,1
6,D3000,TOTAL_CNT_TR1,2585,2024-01-29T11:36:14.802881,Counting,1
7,D3002,TOTAL_CNT_TR2,2574,2024-01-29T11:36:14.897200,Counting,1
8,D3004,TOTAL_CNT_TR3,2584,2024-01-29T11:36:14.967322,Counting,1
9,D3006,TOTAL_CNT_TR4,2587,2024-01-29T11:36:15.052239,Counting,1
10,D3018,errorProduct,129,2024-01-29T11:36:15.134569,Counting,1
11,D3020,GOOD_CNT_TR1,2563,2024-01-29T11:36:15.188654,Counting,1
12,D3022,GOOD_CNT_TR2,2555,2024-01-29T11:36:15.234640,Counting,1
13,D3024,GOOD_CNT_TR3,2537,2024-01-29T11:36:15.317531,Counting,1
14,operationTimeRaw,operationTimeRaw,00:06:57,2024-01-29T11:36:15.383241,Counting,1
15,D3026,GOOD_CNT_TR4,2546,2024-01-29T11:36:15.399404,Counting,1
16,D3030,BAD_CNT_TR1,22,2024-01-29T11:36:15.467703,Counting,1
17,D3032,BAD_CNT_TR2,19,2024-01-29T11:36:15.563088,Counting,1
18,D3034,BAD_CNT_TR3,47,2024-01-29T11:36:15.647372,Counting,1
19,D3036,BAD_CNT_TR4,41,2024-01-29T11:36:15.718994,Counting,1
20,D3039,productCount,10330,2024-01-29T11:36:15.802445,Counting,1
21,D3150,ACT_BATCH_CNT,99,2024-01-29T11:36:15.886959,Counting,1
22,D3160,SET_BATCH_QTY,5050,2024-01-29T11:36:15.968149,Counting,1
23,D4120,S8_TOTAL_HEIGHT_TR1,21.19,2024-01-29T11:36:16.064219,Counting,1
24,D4320,S8_TOTAL_HEIGHT_TR3,21.17,2024-01-29T11:36:16.135268,Counting,1
25,D4220,S9_TOTAL_HEIGHT_TR2,21.17,2024-01-29T11:36:16.221348,Counting,1
26,D4420,S9_TOTAL_HEIGHT_TR4,21.2,2024-01-29T11:36:16.301406,Counting,1
27,operationTimeRaw,operationTimeRaw,00:06:59,2024-01-29T11:36:16.465464,Counting,1
28,operationTimeRaw,operationTimeRaw,00:07:00,2024-01-29T11:36:17.465482,Counting,1
29,operationTimeRaw,operationTimeRaw,00:07:01,2024-01-29T11:36:18.516248,Counting,1
30,operationTimeRaw,operationTimeRaw,00:07:02,2024-01-29T11:36:19.582780,Counting,1
31,operationTimeRaw,operationTimeRaw,00:07:03,2024-01-29T11:36:20.584875,Counting,1
32,operationTimeRaw,operationTimeRaw,00:07:04,2024-01-29T11:36:21.601148,Counting,1
0,3,machineStatus,3,2024-01-29T11:36:36.126368,MachineStatus,1
1,M32,AIR_PRESSURE_LOW,1,2024-01-29T11:36:36.126368,Alarm,1
2,M33,INDEX_MOTOR_OVERLOAD,0,2024-01-29T11:36:36.205625,Alarm,1
3,M34,MANUAL_CONTROL_NOT_ON,0,2024-01-29T11:36:36.277379,Alarm,1
4,M35,EMERGENCY_STOP_PREESD,0,2024-01-29T11:36:36.358502,Alarm,1
5,M36,MANCHINE_IN_AUTO_MODE,0,2024-01-29T11:36:36.454786,Alarm,1
6,M37,MANUAL_MODE_SELECTED,0,2024-01-29T11:36:36.526633,Alarm,1
7,M38,BOWL_FEEDER_SWITCH_NOT_ON,0,2024-01-29T11:36:36.610564,Alarm,1
8,M39,LINEAR_FEEDER_SWITCH_NOT_ON,0,2024-01-29T11:36:36.694652,Alarm,1
9,M72,CC_LINK_COMMUNICATION_ERROR,0,2024-01-29T11:36:36.788419,Alarm,1
10,M73,SET_BATCH_QTY_RECHED,0,2024-01-29T11:36:36.872925,Alarm,1
11,M41,S1_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T11:36:36.943352,Alarm,1
12,M42,S1_SLING_PLATE_VERT_LIFT_CYL_NOT_DN_,0,2024-01-29T11:36:37.030646,Alarm,1
13,operationTimeRaw,operationTimeRaw,00:07:05,2024-01-29T11:36:37.111464,Counting,1
14,M44,S2_HORZ_PICK_&_PLACE_CYL_NOT_REV,0,2024-01-29T11:36:37.121701,Alarm,1
15,M45,S2_SING_PLATE_VERT_LIFT_CYL_NOT_DN,0,2024-01-29T11:36:37.206642,Alarm,1
16,M47,S3_SILICON_PRESSING_CYL_NOT_UP_TR1,0,2024-01-29T11:36:37.278783,Alarm,1
17,M48,S3_SILICON_PRESSING_CYL_NOT_UP_TR2,0,2024-01-29T11:36:37.362191,Alarm,1
18,M49,S3_SILICON_PRESSING_CYL_NOT_UP_TR3,0,2024-01-29T11:36:37.445148,Alarm,1
19,M50,S3_SILICON_PRESSING_CYL_NOT_UP_TR4,0,2024-01-29T11:36:37.527493,Alarm,1
20,M52,S4_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T11:36:37.613272,Alarm,1
21,M53,S4_SING_PLATE_VERT_LIFT_CYL_NOT_UP,0,2024-01-29T11:36:37.706227,Alarm,1
22,M55,S5_VERT_SLIDE_NOT_DN,0,2024-01-29T11:36:37.778027,Alarm,1
23,M57,S6_SUPPORT_CYL_NOT_DN_TR2,0,2024-01-29T11:36:37.860070,Alarm,1
24,M58,S6_SUPPORT_CYL_NOT_DN_TR4,0,2024-01-29T11:36:37.956327,Alarm,1
25,M60,S6_WELDING_UNIT_NOT_READY,0,2024-01-29T11:36:38.027738,Alarm,1
26,operationTimeRaw,operationTimeRaw,00:07:06,2024-01-29T11:36:38.111719,Counting,1
27,M59,S6_WELDING_MC_ALARM,0,2024-01-29T11:36:38.111719,Alarm,1
28,M62,S7_SUPPORT_CYL_NOT_DN_TR1,0,2024-01-29T11:36:38.193752,Alarm,1
29,M63,S7_SUPPORT_CYL_NOT_DN_TR3,0,2024-01-29T11:36:38.275743,Alarm,1
30,M64,S7_WELDING_MC_ALARM,0,2024-01-29T11:36:38.360730,Alarm,1
31,M65,S7_WELDING_UNIT_NOT_READY,0,2024-01-29T11:36:38.443526,Alarm,1
32,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-01-29T11:36:38.540040,Alarm,1
33,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T11:36:38.624262,Alarm,1
34,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T11:36:38.696558,Alarm,1
35,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T11:36:38.789960,Alarm,1
36,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T11:36:38.861650,Alarm,1
37,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T11:36:38.958098,Alarm,1
38,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T11:36:39.026424,Alarm,1
39,operationTimeRaw,operationTimeRaw,00:07:07,2024-01-29T11:36:39.112409,Counting,1
40,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T11:36:39.124029,Alarm,1
41,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T11:36:39.193771,Alarm,1
42,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T11:36:39.279591,Alarm,1
43,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T11:36:39.372854,Alarm,1
44,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T11:36:39.457981,Alarm,1
45,M96,S4_LL_FLG_TR1,0,2024-01-29T11:36:39.540501,Alarm,1
46,M97,S4_LL_FLG_TR2,0,2024-01-29T11:36:39.627496,Alarm,1
47,M98,S4_LL_FLG_TR3,0,2024-01-29T11:36:39.711691,Alarm,1
